,Track URI,Track Name,Artist URI,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time Signature
54,spotify:track:0MOJU1KKbcDTgkdUtLs8G3,Aaye Ho Meri Zindagi Mein - Female Version,spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Raja Hindustani (Original Motion Picture Soundtrack),63,0.565,0.754,8,-11.636,0,0.0344,0.678,0.0442,0.0756,0.922,135.01,363333,3
55,spotify:track:34y1d4i8uru6aQSWd8ewPT,Tumse Milne Ko Dil,spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Phool Aur Kaante (Original Motion Picture Soundtrack),63,0.529,0.812,1,-9.238,0,0.0706,0.768,1.93e-06,0.311,0.768,138.841,300400,3
56,spotify:track:7qzsNpJvOR8attSueN3zqq,Do Dil Mil Rahe Hai,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Pardes (Original Motion Picture Soundtrack),62,0.6,0.505,10,-14.205,1,0.0385,0.126,1.01e-06,0.0841,0.418,93.905,400227,4
57,spotify:track:54tzSEMiygXoQ6yTqUUb8L,Sochenge Tumhe Pyar,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Deewana (Original Motion Picture Soundtrack),62,0.553,0.729,0,-10.778,1,0.0434,0.789,0.0,0.0586,0.749,125.251,362888,4
58,spotify:track:3UIPvWCcwthECWnWcyMQdc,Mera Dil Bhi Kitna Pagal Hai,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Saajan (Original Motion Picture Soundtrack),62,0.474,0.498,8,-10.146,1,0.0302,0.725,0.0,0.0852,0.759,100.93,324893,4
59,spotify:track:5mhuZ0inchJ2JimeGZInfB,Aankhon Ki Gustakhiyan,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Hum Dil De Chuke Sanam,61,0.557,0.511,1,-9.297,0,0.0544,0.525,5.78e-05,0.137,0.543,178.11,303173,3
60,spotify:track:3CVsfCGtVJGLH9UQMKmBMC,Meri Mehbooba,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Pardes (Original Motion Picture Soundtrack),61,0.589,0.435,0,-14.767,1,0.156,0.0929,0.0,0.0677,0.595,81.9,415907,4
61,spotify:track:3qTlcDR5n5NCExaJMun20V,Ghoonghat Ki Aadh Se,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Hum Hain Rahi Pyar Ke (Original Motion Picture Soundtrack),61,0.36,0.832,3,-3.835,1,0.0371,0.649,1.78e-05,0.111,0.842,163.529,376560,3
62,spotify:track:1mGHdPZ5MBo1oR0xmPrqkk,Humko Sirf Tumse,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Barsaat (Original Motion Picture Soundtrack),61,0.583,0.521,6,-12.689,0,0.0437,0.364,0.00369,0.155,0.738,108.885,409227,4
63,spotify:track:4n5vaqluWQjCrKr4JLZIRh,Tere Dar Par Sanam - Male Version,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Phir Teri Kahani Yaad Aayee (Original Motion Picture Soundtrack),60,0.51,0.44,2,-16.345,1,0.039,0.445,3.98e-06,0.241,0.665,82.454,368867,4
64,spotify:track:4OvdhTOjq75CvPO6O7AWRw,Dil Mera Churaya Kyun,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Akele Hum Akele Tum (Original Motion Picture Soundtrack),60,0.712,0.391,5,-14.142,1,0.0259,0.168,9.1e-06,0.188,0.684,109.692,282360,4
65,spotify:track:0ens9kCzGYADuDTPKFXkGy,Aankhon Se Tune Kya Keh Diya,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Ghulam (Original Motion Picture Soundtrack),60,0.742,0.575,7,-6.539,0,0.0356,0.301,9e-06,0.417,0.617,125.402,305840,4
66,spotify:track:3UwvL87QcqZD2A5Ipodhzk,Pehli Pehli Baar Mohabbat Ki Hai,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Sirf Tum,60,0.461,0.73,7,-9.097,0,0.0544,0.153,0.000156,0.172,0.462,162.124,459427,4
67,spotify:track:5RV8PjHniE101mZtug4Kpu,"Bahon Ke Darmiyan - From ""Khamoshi - The Musical""",spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Khamoshi- The Musical (Original Motion Picture Soundtrack),59,0.596,0.437,9,-11.855,1,0.0337,0.378,1.52e-05,0.139,0.446,108.721,409027,4
68,spotify:track:1hhmxIIa43oIMYRG0DLhZW,Saaton Janam Main Tere,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Dilwale (Original Motion Picture Soundtrack),59,0.44,0.875,6,-8.461,0,0.121,0.341,0.000109,0.331,0.542,122.061,339253,4
69,spotify:track:5KikkBMpRSMB4PnroLf5hZ,Ek Sanam Chahiye Aashiqui Ke Liye,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Aashiqui,59,0.36,0.697,0,-8.213,1,0.0442,0.846,0.0225,0.173,0.634,150.962,372693,3
70,spotify:track:56YqfdG8e9xMLUTzXx913z,Teri Chunnariya,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Hello Brother (Original Motion Picture Soundtrack),59,0.697,0.746,7,-12.137,1,0.0706,0.303,0.0,0.0764,0.755,124.912,356840,4
71,spotify:track:1o8MqUvBiDIXxof2TuuPSX,Kitna Pyaara Tujhe Rabne Banaya,spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Raja Hindustani (Original Motion Picture Soundtrack),59,0.368,0.695,2,-12.31,0,0.057,0.641,7.48e-05,0.191,0.835,173.7,382000,4
72,spotify:track:0LT0APsnMlmcjpt2ZltCm2,Jab Koi Baat Bigad Jaye,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Jurm (Original Motion Picture Soundtrack),58,0.649,0.716,4,-8.846,1,0.0245,0.172,2.11e-06,0.171,0.808,111.656,480813,4
73,spotify:track:3qbSubaQIBgUM13S7kzWOd,Kisi Din Banoongi Main,spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Raja (Original Motion Picture Soundtrack),58,0.515,0.704,7,-9.627,0,0.0406,0.747,0.00265,0.349,0.898,89.052,438040,4
74,spotify:track:1e5W7XCQSyGlq3Lg0l4HBV,Maine Pyar Tumhi Se Kiya Hai,spotify:artist:4hkB2bR5ek6lJChj6aunCn,Anuradha Paudwal,69,"['bhajan', 'classic bollywood', 'filmi', 'ghazal', 'hare krishna']",Phool Aur Kaante (Original Motion Picture Soundtrack),57,0.515,0.634,7,-9.866,1,0.0836,0.559,2.54e-06,0.158,0.8,120.041,422267,4
75,spotify:track:6Kb2jbGMqs3zL7cgv9dket,Is Tarah Aashiqui Ka - Kumar Sanu Version,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Imtihan (Original Motion Picture Soundtrack),57,0.46,0.747,6,-5.659,0,0.0466,0.464,0.00379,0.287,0.603,81.682,443000,4
76,spotify:track:2FasYCxo2yAPDnIkoRp7SS,Dil Hai Ke Manta Nahin,spotify:artist:4hkB2bR5ek6lJChj6aunCn,Anuradha Paudwal,69,"['bhajan', 'classic bollywood', 'filmi', 'ghazal', 'hare krishna']",Dil Hai Ke Manta Nahin,57,0.499,0.534,8,-9.081,1,0.0316,0.877,0.00282,0.195,0.717,117.524,372293,4
77,spotify:track:7hVpRzuzlOGZVRTNpfHAze,Pyar Kiya To Nibhana,spotify:artist:4hkB2bR5ek6lJChj6aunCn,Anuradha Paudwal,69,"['bhajan', 'classic bollywood', 'filmi', 'ghazal', 'hare krishna']",Major Saab,56,0.715,0.583,7,-12.236,1,0.164,0.24,0.0,0.136,0.525,94.026,309947,4
78,spotify:track:3NcmEKBOjD1DSuG6gA0CJi,Jo Haal Dil Ka,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Sarfarosh (Original Motion Picture Soundtrack),56,0.645,0.721,2,-9.9,0,0.0378,0.126,0.00241,0.197,0.709,148.906,332840,4
79,spotify:track:3K5GgWtOwiBBLL4h3guKIE,Phool Maangu Na Bahaar Maangu,spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Raja (Original Motion Picture Soundtrack),55,0.571,0.752,2,-9.859,0,0.0396,0.552,0.0347,0.335,0.926,91.634,321360,4
80,spotify:track:5cy8huWJdTRHKOU0g3ijDU,Tu Dharti Pe Chaahe Jahan Bhi,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Jeet (Original Motion Picture Soundtrack),55,0.565,0.477,10,-21.199,0,0.0583,0.458,0.00472,0.145,0.815,108.921,549840,4
81,spotify:track:7xHpL7DdHMKPvWS7VTBLDL,Mausam,spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Jaanwar (Original Motion Picture Soundtrack),55,0.66,0.771,11,-9.574,0,0.0416,0.253,0.0,0.665,0.876,125.2,317960,4
82,spotify:track:2e3Uzf1zknehFO4XyWyLBJ,Paas Woh Aane Lage,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Main Khiladi Tu Anari (Original Motion Picture Soundtrack),55,0.517,0.806,2,-9.993,1,0.0475,0.055,0.0041,0.281,0.912,107.464,371333,4
83,spotify:track:7HjTSwnmkm6Q93H6MlTLB5,Koyal Si Teri Boli,spotify:artist:4hkB2bR5ek6lJChj6aunCn,Anuradha Paudwal,69,"['bhajan', 'classic bollywood', 'filmi', 'ghazal', 'hare krishna']",Beta,54,0.687,0.45,0,-10.871,0,0.128,0.799,1.37e-05,0.411,0.934,76.17,338840,4
84,spotify:track:7AvL8WmC37aQgivNPrSNGi,Saathiya Bin Tere Dil Mane Na,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Himmat (Original Motion Picture Soundtrack),54,0.563,0.682,5,-7.022,1,0.0482,0.711,1.93e-06,0.439,0.79,78.356,401840,4
85,spotify:track:6xWdJAtQtux3Ze8pb7hnS4,Kitni Hasrat Hai Humein,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Sainik (Original Motion Picture Soundtrack),54,0.515,0.708,9,-4.924,1,0.0311,0.832,0.00214,0.107,0.778,112.435,392000,4
86,spotify:track:3jCXRAEQq0J4ai2JOmypRq,Teri Umeed Tera Intezar,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Deewana (Original Motion Picture Soundtrack),54,0.554,0.476,7,-11.591,1,0.0278,0.633,0.0,0.128,0.796,108.15,378940,4
87,spotify:track:4fudUzDHbqdSA4ZUSuvOgc,Love Tujhe Love Main Karta,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Barsaat (Original Motion Picture Soundtrack),54,0.688,0.618,7,-12.339,0,0.0351,0.806,6e-06,0.308,0.937,121.978,346133,4
88,spotify:track:0hHP9GyDw9AGoqUSRTa5OG,Kitna Haseen Chehra,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Dilwale (Original Motion Picture Soundtrack),54,0.455,0.823,0,-9.182,0,0.0352,0.325,1.89e-05,0.225,0.949,154.841,354456,4
89,spotify:track:36DJdwvrqueZmeEKFrJC5m,Kam Se Kam Itna Kaha Hota,spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Dil Tera Aashiq (Original Motion Picture Soundtrack),53,0.499,0.825,7,-8.478,0,0.0467,0.671,0.000171,0.232,0.738,115.904,357893,4
90,spotify:track:1HMOdEubJAoxeUiAvy2HUr,Payaliya,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Deewana (Original Motion Picture Soundtrack),53,0.431,0.728,10,-10.721,1,0.0416,0.569,5.03e-05,0.22,0.959,86.322,475669,4
91,spotify:track:2jifp7USyZuu2s2tsasYdB,Jadoo Hai Tera,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Ghulam (Original Motion Picture Soundtrack),53,0.484,0.653,9,-6.516,1,0.0533,0.188,0.000888,0.111,0.499,104.35,463000,4
92,spotify:track:2type1Ws7CfGKDcP2Y1sZP,Chaaha Toh Bahut,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Imtihan (Original Motion Picture Soundtrack),52,0.339,0.66,6,-6.878,0,0.0383,0.38,0.00214,0.135,0.664,152.557,468000,4
93,spotify:track:6RpQ77faxeSNUt5uOfCH4N,Tanhai Tanhai,spotify:artist:70B80Lwx2sxti0M1Ng9e8K,Udit Narayan,78,"['chutney', 'filmi', 'odia pop']",Koyla (Original Motion Picture Soundtrack),51,0.513,0.463,11,-11.434,0,0.0533,0.197,0.000158,0.0544,0.584,104.379,337800,4
94,spotify:track:4INYfQBWQRjBc9MLNRHAiv,Sirf Tum,spotify:artist:4hkB2bR5ek6lJChj6aunCn,Anuradha Paudwal,69,"['bhajan', 'classic bollywood', 'filmi', 'ghazal', 'hare krishna']",Sirf Tum,50,0.62,0.708,0,-8.297,0,0.0483,0.164,0.00101,0.158,0.508,94.991,360013,4
95,spotify:track:5EdPQ6eGCPF86wT7dpRctw,Humne Ghar Chhoda Hai,spotify:artist:70B80Lwx2sxti0M1Ng9e8K,Udit Narayan,78,"['chutney', 'filmi', 'odia pop']",Dil,50,0.377,0.671,9,-11.217,0,0.0564,0.793,0.00275,0.44,0.442,98.968,377067,4
96,spotify:track:4gHXgQLryJjdnXCfXqlXsW,"Chori Chori Jab Nazrein Mili, Pt. 1",spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Kareeb (Original Motion Picture Soundtrack),50,0.495,0.256,3,-11.236,0,0.033,0.836,1.65e-05,0.111,0.393,144.805,356920,3
97,spotify:track:4gYBJIMEnBB0Ylz7VSAMNt,"Mere Khwabon Mein (From ""Dilwale Dulhania Le Jayenge"")",spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Diamonds Forever - Lata Mangeshkar,48,0.621,0.512,7,-11.074,0,0.0547,0.633,0.0,0.0803,0.925,114.803,256440,4
98,spotify:track:0OWBArJlYy3DcAwxoeRgga,Hathon Mein Aa Gaya,spotify:artist:4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,76,"['filmi', 'modern bollywood']",Aao Pyar Karen,48,0.503,0.697,9,-4.426,0,0.034,0.63,0.0,0.071,0.56,125.276,338676,4
99,spotify:track:43pAU732RtAP2nsovU6n1K,Tum Kya Mile Jaane Jaan,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Saatwan Aasman (Original Motion Picture Soundtrack),48,0.468,0.721,5,-5.814,1,0.0504,0.707,2.67e-05,0.107,0.57,161.208,264840,4
0,spotify:track:0gPgdRfB4jdGrlyXS0Vx78,Khuda Jaane,spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb,Vishal-Shekhar,75,"['filmi', 'modern bollywood']",Bachna Ae Haseeno,76,0.382,0.632,8,-6.393,1,0.0411,0.391,0.000486,0.0922,0.716,78.936,333584,4
1,spotify:track:18YHbIhrleUkKKj2DvEp79,Zara Sa,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Jannat (Original Motion Picture Soundtrack),75,0.468,0.91,11,-3.057,0,0.051,0.12,0.000304,0.271,0.694,163.842,303680,4
2,spotify:track:5EYZZvmNAH5VZCwuzYJqoA,Chand Sifarish,spotify:artist:4YgUVg4p7xtMOrOS4GjiJZ,Jatin-Lalit,66,"['afghan pop', 'chutney', 'classic bollywood', 'filmi', 'modern bollywood']",Fanaa,73,0.829,0.665,2,-8.128,1,0.0868,0.242,1.75e-05,0.123,0.861,122.043,275931,4
3,spotify:track:0bmp0lE3ArELHqda9PBMVG,"Iktara (From ""Wake Up Sid"")",spotify:artist:7HCqGPJcQTyGJ2yqntbuyr,Amit Trivedi,67,"['filmi', 'modern bollywood']",I Love You...Forever,73,0.616,0.525,7,-7.065,1,0.0258,0.401,0.000484,0.309,0.427,79.976,253773,4
4,spotify:track:7eQl3Yqv35ioqUfveKHitE,Tum Se Hi,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Jab We Met,78,0.609,0.538,6,-7.842,1,0.0273,0.328,0.0,0.125,0.608,130.015,321225,4
5,spotify:track:5FXMRdJjKq1BIX4e8Eg9mK,Ajab Si,spotify:artist:4fEkbug6kZzzJ8eYX6Kbbp,KK,76,"['filmi', 'modern bollywood']",Om Shanti Om,72,0.697,0.438,8,-8.411,1,0.0289,0.397,0.0,0.293,0.58,117.954,241668,4
6,spotify:track:2LcXJP95e4HKydTZ2mYfrx,Tujh Mein Rab Dikhta Hai,spotify:artist:03SZmfKAgYRQKUwy0EoJUa,Roop Kumar Rathod,64,"['filmi', 'modern bollywood', 'sufi']",Rab Ne Bana Di Jodi (Original),72,0.56,0.604,8,-8.732,1,0.0866,0.315,1.12e-06,0.176,0.75,84.784,281574,4
7,spotify:track:0dLbrlAVPPjpPqnYfmJsWk,Tera Hone Laga Hoon,spotify:artist:2oSONSC9zQ4UonDKnLqksx,Atif Aslam,75,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']",Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),72,0.684,0.771,8,-5.353,1,0.0307,0.548,0.0,0.112,0.539,119.982,299827,4
8,spotify:track:2UKK9UEbKlykbmLVP1zWIQ,Haule Haule,spotify:artist:19MVxKZZdPj2X0F8pi0OCT,Sukhwinder Singh,69,"['filmi', 'modern bollywood']",Rab Ne Bana Di Jodi (Original),71,0.712,0.776,5,-7.424,0,0.213,0.541,2.17e-06,0.0896,0.96,89.934,263967,4
9,spotify:track:1O5mTSQa0sCce9ghhDqIZl,Jashn-E-Bahaaraa,spotify:artist:1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,79,['filmi'],Jodhaa Akbar (Original Motion Picture Soundtrack),71,0.7,0.343,2,-10.474,1,0.0308,0.767,0.0,0.0789,0.488,137.864,315173,4
10,spotify:track:4BTPzhEsyW3blWcxcuhLM0,Mitwa,spotify:artist:0L5GV6LN8SWWUWIdBbTLTZ,Shankar-Ehsaan-Loy,68,"['filmi', 'modern bollywood']",Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),71,0.63,0.63,4,-7.525,1,0.0364,0.295,1.26e-05,0.0934,0.517,107.103,382973,4
11,spotify:track:0gRNu9dVzi5aC87AI1empZ,Jab Se Tere Naina,spotify:artist:554yyXUEFseU1dwvisHTik,Monty Sharma,53,"['filmi', 'modern bollywood']",Saawariya (Original Motion Picture Soundtrack),70,0.599,0.653,0,-7.576,0,0.122,0.362,0.0,0.144,0.678,79.968,284573,4
12,spotify:track:3OAFzjwWionh8OfM4kgf2R,Main Yahaan Hoon,spotify:artist:5Uvn1P3OFu268QovsUAnDu,Madan Mohan,59,"['classic bollywood', 'filmi', 'indian instrumental', 'modern bollywood']",Veer - Zaara,70,0.484,0.788,4,-7.625,0,0.0565,0.69,0.0132,0.0939,0.741,171.973,295158,4
13,spotify:track:3OLFqbd9ZeVjaUKTiaLsD6,Tu Hi Haqeeqat,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Tum Mile (Original Motion Picture Soundtrack),73,0.705,0.744,4,-5.416,0,0.0341,0.582,0.0,0.2,0.706,115.959,302027,4
14,spotify:track:2MvCNH9ua0CeOgUQfZf56z,Guzarish,spotify:artist:4W91bbPB2CTSsHwt7eqNl7,Javed Ali,70,"['desi pop', 'filmi', 'modern bollywood']",Ghajini,69,0.595,0.624,9,-10.943,0,0.0603,0.0925,0.0,0.114,0.647,170.001,327030,4
15,spotify:track:4chxJYv0qsOKQukt6cKp97,Toh Phir Aao,spotify:artist:71oGOxg5ez52Hh1Ye41A98,Mustafa Zahid,62,"['filmi', 'modern bollywood', 'pakistani pop']",Awarapan (Original Soundtrack),69,0.459,0.563,9,-6.369,0,0.0263,0.39,1.98e-06,0.107,0.0961,101.996,348280,4
16,spotify:track:0zQa7QXLpUZfrrsWbgDZll,Beete Lamhein,spotify:artist:4fEkbug6kZzzJ8eYX6Kbbp,KK,76,"['filmi', 'modern bollywood']",The Train,69,0.257,0.583,7,-8.185,1,0.0429,0.603,0.000289,0.146,0.217,160.127,298272,4
17,spotify:track:4iFPsNzNV7V9KJgcOX7TEO,Tu Jaane Na,spotify:artist:2oSONSC9zQ4UonDKnLqksx,Atif Aslam,75,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']",Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),69,0.702,0.86,7,-3.969,1,0.0345,0.361,1.33e-06,0.133,0.829,120.042,341933,4
18,spotify:track:0iXLwnLmLwn9y54JtBTNxY,Main Agar Kahoon,spotify:artist:1dVygo6tRFXC8CSWURQJq2,Sonu Nigam,75,"['filmi', 'modern bollywood']",Om Shanti Om,68,0.533,0.436,5,-7.521,0,0.0276,0.234,3.17e-06,0.46,0.371,146.868,308158,3
19,spotify:track:4FeczSomVWVyU4FW7xDeAI,Tere Bina,spotify:artist:1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,79,['filmi'],Guru (Original Motion Picture Soundtrack),70,0.744,0.7,2,-7.663,1,0.0375,0.278,0.000155,0.068,0.867,144.033,309640,4
20,spotify:track:0u8wprNfOdcWpUlWnfMcpP,Bol Na Halke Halke,spotify:artist:0L5GV6LN8SWWUWIdBbTLTZ,Shankar-Ehsaan-Loy,68,"['filmi', 'modern bollywood']",Jhoom Barabar Jhoom,69,0.637,0.573,11,-6.69,0,0.0491,0.279,3.46e-06,0.0617,0.704,90.017,306834,4
21,spotify:track:4bIQXffbALkCC0Xo6aTicP,Maahi,spotify:artist:0FJz7XR37hH69traaHLijA,Shaarib Toshi,64,"['filmi', 'modern bollywood']",RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),68,0.463,0.84,9,-4.035,0,0.0955,0.736,0.0,0.351,0.385,153.941,329107,4
22,spotify:track:1EjxJHY9A6LMOlvyZdwDly,Tum Mile,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Tum Mile (Original Motion Picture Soundtrack),70,0.738,0.798,0,-6.663,1,0.0334,0.32,5.15e-06,0.31,0.793,123.01,343787,4
23,spotify:track:6UEhNvccAc4OyEDJYB5brb,Ek Din Teri Raahon,spotify:artist:4W91bbPB2CTSsHwt7eqNl7,Javed Ali,70,"['desi pop', 'filmi', 'modern bollywood']",Naqaab (Original Motion Picture Soundtrack),69,0.602,0.867,2,-4.745,0,0.114,0.229,1.05e-05,0.0806,0.698,91.993,292000,4
24,spotify:track:17opN752ZQpNuoptelsNQ1,Pehli Nazar Mein,spotify:artist:2oSONSC9zQ4UonDKnLqksx,Atif Aslam,75,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']",Race (Original Motion Picture Soundtrack),68,0.488,0.57,9,-5.602,1,0.0775,0.251,0.0,0.107,0.668,169.702,312893,4
25,spotify:track:1la0ICQBLfO0lyqsWNwG7l,Surili Akhiyon Wale,spotify:artist:3OLGltG8UPIea8sA4w0yg0,Rahat Fateh Ali Khan,72,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",Veer (Original Motion Picture Soundtrack),68,0.517,0.561,4,-5.777,1,0.0303,0.407,0.0,0.0853,0.448,75.977,331747,4
26,spotify:track:3HFjh7QljnUCBLsoTwMuTj,Kya Mujhe Pyar Hai,spotify:artist:4fEkbug6kZzzJ8eYX6Kbbp,KK,76,"['filmi', 'modern bollywood']",Woh Lamhe,68,0.644,0.818,6,-5.924,0,0.0549,0.431,2.62e-05,0.0806,0.789,118.477,266653,4
27,spotify:track:5F79ZdjOwGOhUKRHx94sr1,Dooriyan,spotify:artist:5GnnSrwNCGyfAU4zuIytiS,Mohit Chauhan,73,"['filmi', 'modern bollywood']",Love Aaj Kal (Original Motion Picture Soundtrack),67,0.523,0.714,7,-6.584,0,0.0511,0.633,0.0,0.0875,0.616,122.969,337360,4
28,spotify:track:0IudGhdeJZwJ0Ps6ndtQDt,Falak Tak,spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb,Vishal-Shekhar,75,"['filmi', 'modern bollywood']",Tashan,67,0.718,0.697,2,-6.474,0,0.135,0.634,1.53e-05,0.0563,0.62,143.907,356180,4
29,spotify:track:5WncH5iZ5GFlnXm7jKEXVP,Labon Ko,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Bhool Bhulaiyaa,70,0.63,0.837,9,-4.635,0,0.0387,0.329,0.00271,0.159,0.473,107.997,341028,4
30,spotify:track:3fWMFwaJil8fD14JCgwbcL,Aaoge Jab Tum,spotify:artist:1cw8NspBF8JctQm5rpn3pv,Rashid Khan,47,"['hindustani classical', 'hindustani vocal', 'indian classical', 'khayal']",Jab We Met,67,0.645,0.459,6,-9.484,1,0.0296,0.185,0.0,0.132,0.379,119.987,355066,4
31,spotify:track:0pPGUL7171TRGgI6wyP8wP,Tumhe Jo Maine Dekha,spotify:artist:2ZRrPOjBIWoKK5rHedLijj,Abhijeet,68,"['filmi', 'modern bollywood']",Main Hoon Na,67,0.734,0.903,0,-3.972,0,0.0649,0.432,0.00569,0.2,0.712,102.009,341147,4
32,spotify:track:3nKEiJUeaWn8q2O9I1xwlB,Shukran Allah,spotify:artist:6ohaQzKaXrobAL8paLSaxq,Salim–Sulaiman,64,"['filmi', 'indian folk', 'modern bollywood']",Kurbaan (Original Motion Picture Soundtrack),67,0.432,0.695,1,-8.022,1,0.111,0.732,0.0014,0.274,0.513,116.153,290053,3
