,Track URI,Track Name,Artist URI,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time Signature
61,spotify:track:6k3XXCE1ZzwevQlxf8dNaw,Love You Zindagi,spotify:artist:7HCqGPJcQTyGJ2yqntbuyr,Amit Trivedi,67,"['filmi', 'modern bollywood']",Dear Zindagi (Original Motion Picture Soundtrack),68,0.688,0.701,3,-7.505,1,0.0298,0.06,0.0301,0.271,0.385,110.019,232505,4
62,spotify:track:0gPgdRfB4jdGrlyXS0Vx78,Khuda Jaane,spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb,Vishal-Shekhar,75,"['filmi', 'modern bollywood']",Bachna Ae Haseeno,76,0.382,0.632,8,-6.393,1,0.0411,0.391,0.000486,0.0922,0.716,78.936,333584,4
63,spotify:track:48pyUxg9RYuwie5M9R7qRn,Sooraj Dooba Hain,spotify:artist:4YRxDV8wJFPHPTeXepOstw,Arijit Singh,89,"['filmi', 'modern bollywood']",Roy,70,0.616,0.75,2,-4.629,1,0.0594,0.172,0.0,0.137,0.434,128.051,264854,4
64,spotify:track:3XQ15TDH5wMJMJr0X6u2Yc,"Bol Do Na Zara (From ""Azhar"")",spotify:artist:4IKVDbCSBTxBeAsMKjAuTs,Armaan Malik,72,"['filmi', 'modern bollywood']",2016 Shining Star - Armaan Malik,59,0.545,0.472,11,-8.259,0,0.0311,0.294,0.0,0.0871,0.195,129.988,292827,3
65,spotify:track:0lpDlWrV0Cw3eGGvPU6d3R,"Gazab Ka Hai Din (From ""Dil Juunglee"")",spotify:artist:1tqysapcCh1lWEAc9dIFpa,Jubin Nautiyal,76,"['filmi', 'hare krishna', 'modern bollywood']","Gazab Ka Hai Din (From ""Dil Juunglee"")",58,0.325,0.421,2,-8.636,1,0.0561,0.659,4.46e-06,0.0825,0.204,170.363,236325,4
66,spotify:track:6nY1ltTC3zjULeJgUYjywE,"Saadi Galli Aaja (From ""Nautanki Saala !"")",spotify:artist:7qHsapL39aTQsPhixtzVvy,Ayushmann Khurrana,64,"['filmi', 'modern bollywood']",Guitar Cafe - Ayushmann Khurrana,54,0.739,0.836,2,-5.155,1,0.0325,0.195,3.64e-06,0.197,0.677,109.011,253417,4
67,spotify:track:43GfQ1SC17rBWiHkOtdwK8,Jab Koi Baat - Recreated,spotify:artist:2oSONSC9zQ4UonDKnLqksx,Atif Aslam,75,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']",Jab Koi Baat - Recreated,71,0.667,0.621,5,-5.697,1,0.0271,0.47,4.15e-05,0.13,0.451,106.032,192229,4
68,spotify:track:44O26Gv1wQrlUj14PpTolM,"Halka Halka (From ""Fanney Khan"")",spotify:artist:3eDT9fwXKuHWFvgZaaYC5v,Sunidhi Chauhan,73,"['filmi', 'modern bollywood']","Halka Halka (From ""Fanney Khan"")",68,0.691,0.796,7,-4.778,1,0.0387,0.0495,0.0,0.333,0.541,127.985,247382,4
69,spotify:track:3MNYXalwzhzSY3APoec6Nn,"Jaane Kyun (From ""Dostana"")",spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb,Vishal-Shekhar,75,"['filmi', 'modern bollywood']",Musical Bond: Vishal Shekhar & Anvita Dutt,56,0.778,0.812,4,-8.561,0,0.046,0.0573,8.28e-06,0.243,0.791,99.962,277987,4
70,spotify:track:25MPTnqXQB1H6OkwSYUXWx,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",spotify:artist:7uX1emIGgmfAgtHNRAK50Z,Ved Sharma,47,['desi pop'],"Malang (Title Track) [From ""Malang - Unleash The Madness""]",66,0.384,0.728,7,-6.503,0,0.0623,0.329,1.85e-05,0.329,0.311,156.396,287374,4
71,spotify:track:0gPW9v2NYGnWzhz5I06ajD,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.62,0.502,3,-8.375,1,0.0303,0.841,0.00051,0.1,0.302,119.959,247290,4
72,spotify:track:3hp6JfJIxkv3sl7E6p7DQj,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.449,0.421,4,-8.92,1,0.0272,0.387,0.000108,0.11,0.203,163.747,283070,3
73,spotify:track:1aIhAX6324JZmhNnGltwkK,"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")",spotify:artist:4YRxDV8wJFPHPTeXepOstw,Arijit Singh,89,"['filmi', 'modern bollywood']",Arijit Singh Broken Strings,52,0.559,0.541,10,-5.525,1,0.0313,0.34,4.66e-06,0.102,0.309,83.978,264806,4
74,spotify:track:4kW2PcurVYRNdiA3jl7jCl,"Mitti Di Khushboo (From ""Mitti Di Khushboo"")",spotify:artist:7qHsapL39aTQsPhixtzVvy,Ayushmann Khurrana,64,"['filmi', 'modern bollywood']",Guitar Cafe - Ayushmann Khurrana,42,0.64,0.754,6,-4.873,0,0.0392,0.395,0.0,0.209,0.355,94.989,247223,4
75,spotify:track:4brSaQIT3bnnE41D042fgL,Tu Hai Ki Nahi,spotify:artist:0E02VcvA5p1ndkLdqWD5JB,Ankit Tiwari,65,"['filmi', 'modern bollywood']",Roy,67,0.535,0.754,10,-4.77,0,0.0562,0.458,1.6e-06,0.302,0.435,143.862,333922,4
76,spotify:track:0JBhoxPKHJc1ZeJrjSt0VO,Tera Ghata,spotify:artist:1yzgJmZf5CxtFfGfRFm4Si,Gajendra Verma,62,"['filmi', 'modern bollywood']",Tera Ghata,73,0.718,0.573,1,-7.309,0,0.0451,0.458,0.00533,0.0953,0.686,180.043,254174,4
77,spotify:track:4km0RUkMMFdx8iDuq36o2w,Janam Janam,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Dilwale (Original Motion Picture Soundtrack),71,0.301,0.581,11,-7.324,0,0.0422,0.602,0.0,0.0757,0.235,132.051,237897,3
78,spotify:track:2ota18jyZVMGvwQ0IV8qz7,Bezubaan,spotify:artist:1mBydYMVBECdDmMfE2sEUO,Sachin-Jigar,76,"['filmi', 'gujarati pop', 'modern bollywood']",ABCD - Any Body Can Dance (Original Motion Picture Soundtrack),54,0.615,0.573,1,-8.264,1,0.0491,0.0286,2.13e-06,0.11,0.172,101.92,282840,4
79,spotify:track:6SgKgoIUaD3UskSh2eNcga,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.491,0.616,6,-8.67,0,0.0918,0.368,0.00329,0.102,0.338,99.972,272434,4
80,spotify:track:1WzOH0E1W1z5jcLluumQGE,"Bezubaan Kab Se (From ""Street Dancer 3D"")",spotify:artist:6PtoffEX0RiktNdmCeuWkl,Siddharth Basrur,50,['modern bollywood'],"Bezubaan Kab Se (From ""Street Dancer 3D"")",45,0.747,0.865,7,-5.991,1,0.0451,0.00279,0.00058,0.0764,0.209,124.985,271279,4
81,spotify:track:6f3ANRNQ8nCiPZ6VqXqq93,Main Rahoon Ya Na Rahoon,spotify:artist:76fuWYgIf3TVIopTs3vaJ6,Amaal Mallik,69,"['filmi', 'modern bollywood']",Main Rahoon Ya Na Rahoon,73,0.55,0.488,6,-8.059,1,0.0284,0.718,0.000118,0.126,0.301,136.025,309458,3
82,spotify:track:6zCQF5tu7HVwU9shhKqiuF,Khamoshiyan,spotify:artist:2kkQthS9OLpK4UqNWYqoVl,Jeet Gannguli,66,"['filmi', 'modern bollywood', 'west bengali pop']",Khamoshiyan (Original Motion Picture Soundtrack),69,0.527,0.521,2,-6.837,0,0.0272,0.631,0.0,0.158,0.266,143.892,335710,3
83,spotify:track:0WdbnNKO0Jt4BZACSDQh44,"Ghungroo (From ""War"")",spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb,Vishal-Shekhar,75,"['filmi', 'modern bollywood']","Ghungroo (From ""War"")",71,0.695,0.727,6,-6.274,0,0.0323,0.0744,0.000175,0.533,0.864,118.034,302935,4
84,spotify:track:6bdpj89aYEBjhpsenXAsmO,Enna Sona,spotify:artist:1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,79,['filmi'],OK Jaanu (Original Motion Picture Soundtrack),74,0.717,0.416,7,-9.875,0,0.0303,0.635,1.43e-06,0.0976,0.381,100.026,213632,4
85,spotify:track:16BGhwv8wYXkv2mMJF7ryv,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.465,0.769,0,-3.209,1,0.0325,0.581,0.0,0.108,0.473,87.961,276380,4
86,spotify:track:0ZHILXmUaVSLEOCWxPQ1ga,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.696,0.704,1,-7.876,1,0.0423,0.167,0.0,0.155,0.426,124.972,183000,4
87,spotify:track:3jxNbVmugKWFFc3YAVl0sD,Aabaad Barbaad,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Ludo,68,0.626,0.522,7,-5.857,1,0.0317,0.686,0.0,0.41,0.628,118.001,309103,4
88,spotify:track:7fyiYhn7STpHvT5g0lbncC,Ik Vaari Aa,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Raabta,68,0.512,0.752,4,-4.857,0,0.0534,0.305,0.0,0.708,0.428,127.965,274687,4
89,spotify:track:0yInnVUPqOxW9mFZ440hSi,Raabta (Title Track),spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Raabta,53,0.636,0.701,5,-6.825,1,0.0363,0.414,0.0,0.106,0.352,113.886,297158,4
90,spotify:track:7Bnc9gWHdjZAmjSuTY42CJ,Aashiqui Aa Gayi,spotify:artist:09UmIX92EUH9hAK4bxvHx6,Mithoon,68,"['filmi', 'modern bollywood']",Radhe Shyam,54,0.527,0.495,10,-7.783,0,0.0353,0.587,0.0,0.127,0.474,122.826,260133,4
91,spotify:track:2kWuZfZHpvrFRe7ZTYkynF,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.632,0.821,3,-4.51,1,0.0697,0.528,0.0,0.293,0.44,127.994,258750,4
92,spotify:track:6Owi3S26o0nbvDznmjvOT8,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.509,0.91,2,-6.283,1,0.0727,0.487,0.0,0.106,0.52,83.974,217848,4
93,spotify:track:4fcmI0GDxSzAYPz3jqYiw0,Hum Nahi Sudhrenge,spotify:artist:4IKVDbCSBTxBeAsMKjAuTs,Armaan Malik,72,"['filmi', 'modern bollywood']",Golmaal Again!!!,49,0.63,0.835,11,-6.054,1,0.0375,0.115,0.0,0.261,0.612,127.947,302843,4
94,spotify:track:35P2Xal9x3GAdOHytyEUFe,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.527,0.525,1,-8.106,1,0.0337,0.876,1.41e-05,0.172,0.257,99.638,351588,4
95,spotify:track:3XWBGyt7m2rZAjEj0awWnw,"Sanam Re (From ""Sanam Re"")",spotify:artist:09UmIX92EUH9hAK4bxvHx6,Mithoon,68,"['filmi', 'modern bollywood']",Love Forever With Arijit Singh,65,0.581,0.71,7,-4.961,0,0.0374,0.395,0.0,0.137,0.755,111.969,308714,4
96,spotify:track:0VxgNsSywsjapKGXvzj8RH,"Ilahi (From ""Yeh Jawaani Hai Deewani"")",spotify:artist:4YRxDV8wJFPHPTeXepOstw,Arijit Singh,89,"['filmi', 'modern bollywood']",Groove With Arijit Singh,51,0.594,0.967,9,-5.767,1,0.0857,0.166,2.54e-05,0.105,0.452,132.009,228982,4
97,spotify:track:3HiobOOpSpMsi95WBKPBYk,Hamari Adhuri Kahani (Title Track),spotify:artist:2kkQthS9OLpK4UqNWYqoVl,Jeet Gannguli,66,"['filmi', 'modern bollywood', 'west bengali pop']",Hamari Adhuri Kahani (Original Motion Picture Soundtrack),76,0.223,0.359,0,-7.569,1,0.0312,0.845,0.0,0.133,0.193,73.059,398799,4
98,spotify:track:5TJOAIWHRYW8pRBpnvLUo1,Uska Hi Banana,spotify:artist:4YRxDV8wJFPHPTeXepOstw,Arijit Singh,89,"['filmi', 'modern bollywood']",1920 Evil Returns,68,0.563,0.689,0,-4.294,0,0.0262,0.294,0.0,0.288,0.321,101.94,327030,4
99,spotify:track:3kjSTFS1tCx3eIRjnYWe5a,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.512,0.67,3,-5.792,1,0.027,0.034,0.0,0.309,0.446,105.957,387170,4
